Type,Region,Price,Distance_from_CBD,Rooms,Bathroom,Car_Spot,Schooling_Facilities
1,4,650000.0,18.8,3,2.0,1.0,185.0
0,4,1105000.0,18.8,4,3.0,2.0,185.0
0,4,755000.0,18.8,3,2.0,1.0,185.0
2,5,515500.0,10.1,2,1.0,1.0,191.0
2,5,380000.0,10.1,2,1.0,1.0,191.0
0,5,1280000.0,10.1,2,1.0,1.0,191.0
0,4,761000.0,25.4,4,3.0,4.0,185.0
0,3,690000.0,25.4,4,2.0,2.0,119.0
0,6,1180000.0,6.2,4,1.0,0.0,229.0
1,6,940000.0,6.2,4,2.0,2.0,229.0
0,6,1630000.0,6.2,4,2.0,3.0,229.0
2,6,700000.0,10.4,3,2.0,1.0,229.0
0,6,1370000.0,10.4,2,1.0,0.0,229.0
0,6,1215000.0,10.4,5,2.0,2.0,229.0
0,6,1300000.0,10.4,2,1.0,1.0,229.0
0,2,1100000.0,1.8,2,1.0,0.0,239.0
2,2,390000.0,1.8,2,1.0,1.0,239.0
0,2,1425000.0,1.8,3,1.0,3.0,239.0
0,2,1550000.0,1.8,3,2.0,1.0,239.0
0,2,1386000.0,5.3,2,1.0,0.0,239.0
0,2,1700000.0,5.3,4,3.0,4.0,239.0
0,5,1254000.0,16.7,4,2.0,3.0,191.0
1,2,795000.0,11.2,3,1.0,0.0,239.0
0,5,1150000.0,12.3,4,2.0,2.0,191.0
2,4,683500.0,15.5,2,1.0,1.0,185.0
0,4,1140000.0,15.5,3,1.0,4.0,185.0
0,5,2110000.0,11.4,5,3.0,4.0,191.0
0,4,865000.0,21.5,3,1.0,1.0,185.0
0,4,1320000.0,21.5,4,2.0,5.0,185.0
1,4,930000.0,21.5,3,1.0,2.0,185.0
2,4,672000.0,21.5,2,1.0,1.0,185.0
0,2,960000.0,8.5,5,3.0,2.0,239.0
1,2,676000.0,8.5,3,2.0,2.0,239.0
1,2,500000.0,8.5,2,2.0,1.0,239.0
0,2,1010000.0,8.5,3,1.0,2.0,239.0
0,2,1375000.0,8.5,4,2.0,2.0,239.0
0,6,540000.0,14.7,3,2.0,2.0,229.0
0,6,599000.0,14.7,4,2.0,2.0,229.0
2,5,820000.0,3.5,2,2.0,2.0,191.0
2,5,782500.0,3.5,3,2.0,0.0,191.0
0,5,2290000.0,3.5,4,2.0,0.0,191.0
2,5,648500.0,3.5,2,1.0,1.0,191.0
0,5,1764000.0,3.5,3,2.0,0.0,191.0
0,5,2290000.0,3.5,4,3.0,2.0,191.0
2,5,1102000.0,3.5,2,2.0,0.0,191.0
0,5,2290000.0,4.6,3,2.0,1.0,191.0
0,5,1400000.0,4.6,2,1.0,0.0,191.0
0,5,1420000.0,4.6,3,2.0,0.0,191.0
2,5,555000.0,4.6,2,1.0,1.0,191.0
2,2,417500.0,8.4,2,2.0,1.0,239.0
0,2,640000.0,8.4,2,2.0,1.0,239.0
0,2,750000.0,12.0,4,1.0,5.0,239.0
0,2,725000.0,12.0,3,2.0,2.0,239.0
0,2,861000.0,12.0,3,2.0,3.0,239.0
0,2,612500.0,12.0,3,1.0,1.0,239.0
0,2,906000.0,12.0,3,1.0,2.0,239.0
0,2,758000.0,12.0,3,1.0,2.0,239.0
0,2,900000.0,12.0,4,2.0,2.0,239.0
0,2,601000.0,12.0,3,1.0,2.0,239.0
0,2,880000.0,12.0,2,1.0,1.0,239.0
0,2,900000.0,12.0,4,1.0,4.0,239.0
2,2,523000.0,12.0,2,1.0,1.0,239.0
0,2,762000.0,12.0,2,1.0,1.0,239.0
0,2,1695000.0,2.4,3,1.0,0.0,239.0
1,2,1480000.0,2.4,3,2.0,3.0,239.0
1,2,1120000.0,2.4,3,2.0,1.0,239.0
0,2,2290000.0,2.4,4,1.0,3.0,239.0
1,2,1380000.0,2.4,2,2.0,2.0,239.0
2,2,575000.0,2.4,2,1.0,1.0,239.0
0,0,1755000.0,19.9,7,3.0,0.0,202.0
0,0,926000.0,19.9,4,2.0,2.0,202.0
0,0,1120000.0,19.9,3,1.0,2.0,202.0
2,0,575000.0,19.9,2,2.0,0.0,202.0
0,0,1165000.0,21.3,4,2.0,3.0,202.0
2,5,655000.0,7.2,2,1.0,0.0,191.0
0,0,985000.0,8.9,2,1.0,0.0,202.0
2,0,376000.0,8.9,2,1.0,1.0,202.0
0,2,570000.0,20.6,4,2.0,2.0,239.0
0,2,515000.0,20.6,3,2.0,2.0,239.0
0,5,1875000.0,15.2,4,2.0,2.0,191.0
0,5,1137000.0,1.9,2,1.0,0.0,191.0
0,5,1750000.0,2.7,3,2.0,0.0,191.0
2,5,860000.0,2.7,2,1.0,1.0,191.0
1,6,1150000.0,6.2,3,1.0,0.0,229.0
0,4,1080000.0,20.8,4,2.0,3.0,185.0
0,4,850000.0,22.2,4,2.0,2.0,185.0
0,6,528000.0,14.0,3,1.0,1.0,229.0
0,6,645000.0,14.0,3,1.0,0.0,229.0
0,6,1280000.0,8.2,3,3.0,2.0,229.0
0,6,570000.0,25.4,4,2.0,2.0,229.0
0,6,540000.0,25.4,4,2.0,2.0,229.0
0,6,482000.0,25.4,3,2.0,4.0,229.0
0,6,662000.0,25.4,3,1.0,2.0,229.0
0,6,640000.0,10.5,4,1.0,1.0,229.0
0,6,732500.0,10.5,2,1.0,3.0,229.0
2,6,554000.0,10.5,3,1.0,0.0,229.0
0,6,780000.0,10.5,3,1.0,2.0,229.0
0,6,713500.0,10.5,3,1.0,2.0,229.0
0,5,2170000.0,10.2,4,3.0,2.0,191.0
0,5,800000.0,10.2,2,1.0,1.0,191.0
2,6,400000.0,18.4,3,2.0,1.0,229.0
0,6,705000.0,15.5,3,2.0,1.0,229.0
0,0,1550000.0,15.5,5,2.0,2.0,202.0
0,0,965000.0,12.4,4,2.0,2.0,202.0
0,2,1530000.0,7.0,3,1.0,2.0,239.0
0,2,1375000.0,7.0,3,2.0,3.0,239.0
1,2,900000.0,7.0,3,2.0,2.0,239.0
2,5,735000.0,4.1,3,1.0,1.0,191.0
0,6,595000.0,18.4,4,2.0,2.0,229.0
0,6,620000.0,12.9,3,1.0,1.0,229.0
0,6,660000.0,12.9,3,1.0,1.0,229.0
0,6,782000.0,12.9,3,2.0,5.0,229.0
2,6,533000.0,12.9,3,1.0,1.0,229.0
0,0,1203000.0,17.2,5,3.0,2.0,202.0
0,0,768000.0,17.2,3,2.0,2.0,202.0
0,0,1185000.0,8.9,3,2.0,2.0,202.0
0,0,1420000.0,21.1,4,3.0,2.0,202.0
0,2,856000.0,14.5,3,2.0,1.0,239.0
0,2,902000.0,14.5,4,2.0,2.0,239.0
2,2,555000.0,14.5,2,1.0,0.0,239.0
0,6,630000.0,14.7,4,2.0,2.0,229.0
0,6,490500.0,14.7,4,2.0,2.0,229.0
0,6,430000.0,14.7,3,1.0,1.0,229.0
0,6,510000.0,14.7,3,1.0,1.0,229.0
0,6,660000.0,6.4,3,2.0,2.0,229.0
0,2,1460000.0,3.1,3,1.0,1.0,239.0
2,2,705000.0,3.1,2,1.0,2.0,239.0
0,2,529500.0,16.5,3,1.0,2.0,239.0
2,2,400000.0,16.5,2,1.0,1.0,239.0
0,4,1223000.0,16.7,4,3.0,2.0,185.0
0,4,950000.0,16.7,3,2.0,3.0,185.0
0,4,1206000.0,16.7,5,2.0,2.0,185.0
0,4,1035000.0,16.7,3,2.0,2.0,185.0
0,4,1678000.0,16.7,4,2.0,2.0,185.0
0,4,1000000.0,16.7,4,2.0,2.0,185.0
0,6,1630000.0,6.8,4,3.0,2.0,229.0
1,5,1525000.0,4.6,3,2.0,2.0,191.0
0,6,456000.0,25.4,4,2.0,2.0,229.0
0,6,525000.0,25.4,3,1.0,0.0,229.0
0,6,900000.0,6.3,2,2.0,1.0,229.0
0,6,1060000.0,6.3,5,2.0,3.0,229.0
0,6,890000.0,6.3,3,1.0,0.0,229.0
0,6,1195000.0,7.5,3,2.0,2.0,229.0
0,6,1000001.0,10.4,3,2.0,1.0,229.0
0,6,1064000.0,10.4,3,1.0,1.0,229.0
0,6,540000.0,14.0,3,2.0,2.0,229.0
0,5,2290000.0,3.0,4,3.0,2.0,191.0
1,5,1440000.0,3.0,2,1.0,1.0,191.0
2,6,675000.0,10.5,3,1.0,1.0,229.0
0,2,1170000.0,5.7,3,1.0,1.0,239.0
2,6,458000.0,11.0,2,1.0,1.0,229.0
0,6,870000.0,4.3,3,2.0,3.0,229.0
2,6,870000.0,4.3,3,2.0,1.0,229.0
1,6,850000.0,4.3,4,1.0,0.0,229.0
2,6,355500.0,4.3,1,1.0,1.0,229.0
0,6,1850000.0,4.3,5,3.0,2.0,229.0
0,5,1550000.0,10.2,4,2.0,2.0,191.0
1,5,1020000.0,10.2,4,2.0,0.0,191.0
0,5,1200000.0,10.2,3,2.0,2.0,191.0
0,4,780000.0,21.5,3,1.0,2.0,185.0
0,4,880000.0,21.5,3,2.0,1.0,185.0
0,4,830000.0,21.5,4,2.0,2.0,185.0
0,2,640000.0,16.5,3,2.0,2.0,239.0
2,5,1005000.0,7.9,2,1.0,1.0,191.0
2,5,590000.0,7.9,2,1.0,2.0,191.0
0,5,2250000.0,7.9,4,2.0,2.0,191.0
2,5,1455000.0,7.9,3,2.0,2.0,191.0
0,5,2290000.0,7.9,5,3.5,2.0,191.0
0,5,2290000.0,7.9,5,2.0,0.0,191.0
0,5,1950000.0,9.7,4,3.0,1.0,191.0
0,5,1790000.0,9.7,4,1.0,5.0,191.0
0,5,2000000.0,9.7,4,2.0,5.0,191.0
0,0,900000.0,23.2,4,2.0,2.0,202.0
0,5,885000.0,17.3,2,1.0,1.0,191.0
0,5,1750000.0,17.3,3,2.0,2.0,191.0
0,5,1354000.0,17.3,3,1.0,2.0,191.0
1,5,865000.0,17.3,2,2.0,2.0,191.0
0,5,1532000.0,11.4,3,1.0,2.0,191.0
0,5,1175000.0,11.4,3,2.0,2.0,191.0
1,5,1210000.0,11.4,4,2.0,0.0,191.0
2,5,818000.0,11.4,2,2.0,0.0,191.0
0,5,1362000.0,11.4,3,2.0,0.0,191.0
0,5,1677500.0,11.4,4,1.0,2.0,191.0
0,5,2151000.0,11.4,4,3.0,2.0,191.0
0,5,1111000.0,13.8,3,2.0,2.0,191.0
0,5,1285000.0,13.8,3,2.0,1.0,191.0
0,5,980000.0,13.8,3,1.0,1.0,191.0
0,5,1720000.0,17.3,4,2.0,2.0,191.0
0,5,2000000.0,17.3,4,2.0,4.0,191.0
0,0,1390000.0,13.4,3,2.0,3.0,202.0
0,0,1490000.0,13.4,3,1.0,2.0,202.0
0,0,1151000.0,13.4,4,2.0,2.0,202.0
0,0,701000.0,25.0,3,2.0,0.0,202.0
0,6,834500.0,8.6,3,1.0,4.0,229.0
0,0,692000.0,16.1,3,1.0,1.0,202.0
2,5,1640000.0,10.5,2,2.0,0.0,191.0
0,5,1850000.0,10.5,3,2.0,2.0,191.0
1,5,2290000.0,10.5,3,2.0,4.0,191.0
2,2,400000.0,14.0,2,1.0,1.0,239.0
0,2,649000.0,14.0,3,1.0,1.0,239.0
2,2,477000.0,14.0,3,1.0,2.0,239.0
0,2,753000.0,14.0,4,1.0,2.0,239.0
0,2,850000.0,5.2,3,2.0,1.0,239.0
2,2,453650.0,5.2,2,1.0,1.0,239.0
1,2,870000.0,5.2,3,2.0,1.0,239.0
0,2,950000.0,5.2,2,1.0,0.0,239.0
2,2,463000.0,4.0,1,1.0,2.0,239.0
0,2,875000.0,5.2,3,1.0,1.0,239.0
0,2,1250000.0,5.2,4,2.0,2.0,239.0
2,2,315500.0,5.2,1,1.0,1.0,239.0
0,2,1225000.0,5.2,2,1.0,2.0,239.0
0,0,980000.0,10.8,3,2.0,1.0,202.0
2,2,580000.0,12.1,3,1.0,0.0,239.0
0,2,830000.0,12.1,3,2.0,2.0,239.0
0,2,758000.0,12.1,4,3.0,2.0,239.0
2,2,370000.0,2.4,1,1.0,1.0,239.0
0,5,1750000.0,10.4,4,2.0,4.0,191.0
0,6,670000.0,14.8,3,2.0,2.0,229.0
0,5,2290000.0,7.7,2,1.0,3.0,191.0
2,5,752500.0,7.7,2,2.0,1.0,191.0
0,5,2290000.0,7.7,4,2.0,2.0,191.0
0,5,2290000.0,8.4,4,2.0,2.0,191.0
0,5,2290000.0,8.4,4,2.0,2.0,191.0
0,5,1500000.0,8.4,3,2.0,2.0,191.0
0,2,1263000.0,1.6,3,1.0,1.0,239.0
0,2,800000.0,1.6,2,1.0,0.0,239.0
0,2,1065000.0,3.5,2,1.0,0.0,239.0
0,2,950000.0,3.5,2,1.0,0.0,239.0
2,5,545000.0,10.1,2,1.0,1.0,191.0
2,5,353000.0,10.1,1,2.0,0.0,191.0
0,4,890000.0,25.4,2,1.0,4.0,185.0
2,5,341000.0,8.7,1,1.0,1.0,191.0
0,5,1758000.0,8.7,4,2.0,2.0,191.0
2,5,585000.0,8.7,2,1.0,1.0,191.0
0,5,970000.0,11.7,2,1.0,2.0,191.0
0,4,930000.0,25.4,4,2.0,2.0,185.0
0,5,948000.0,17.9,3,1.0,2.0,191.0
0,4,850000.0,17.5,3,1.0,2.0,185.0
0,4,985000.0,17.5,3,1.0,2.0,185.0
0,4,1250500.0,17.5,3,1.0,2.0,185.0
0,4,805000.0,17.5,3,1.0,1.0,185.0
0,2,1320000.0,3.6,2,1.0,1.0,239.0
0,2,1326000.0,6.7,3,1.0,2.0,239.0
0,2,1010000.0,6.7,3,1.0,1.0,239.0
1,2,875000.0,6.7,3,2.0,2.0,239.0
2,2,1250000.0,2.0,2,2.0,2.0,239.0
0,2,595000.0,20.6,4,1.0,0.0,239.0
0,2,1200000.0,2.4,2,1.0,0.0,239.0
0,0,1020000.0,23.0,3,1.0,1.0,202.0
1,2,560500.0,14.0,4,1.0,0.0,239.0
0,2,680000.0,14.0,4,2.0,2.0,239.0
2,4,320000.0,24.7,2,1.0,1.0,185.0
0,6,530000.0,14.8,3,2.0,2.0,229.0
0,6,589000.0,14.8,3,2.0,2.0,229.0
0,6,630000.0,14.7,3,2.0,2.0,229.0
0,3,745000.0,21.8,4,2.0,2.0,119.0
0,4,952000.0,22.2,4,2.0,3.0,185.0
0,0,1255000.0,12.4,4,2.0,1.0,202.0
0,0,1540500.0,12.4,5,2.0,2.0,202.0
0,0,1430000.0,14.3,3,1.0,2.0,202.0
0,0,1209000.0,14.3,3,1.0,2.0,202.0
0,0,1300000.0,14.3,4,2.0,0.0,202.0
0,0,1730000.0,14.3,5,2.0,2.0,202.0
0,0,1510000.0,14.3,5,2.0,3.0,202.0
0,0,1600000.0,14.3,4,3.0,2.0,202.0
2,0,718500.0,16.1,2,1.0,1.0,202.0
0,3,481000.0,25.4,3,2.0,1.0,119.0
0,3,1100000.0,25.4,5,3.0,5.0,119.0
0,4,568500.0,25.4,3,1.0,2.0,185.0
0,0,1867000.0,8.9,4,3.0,2.0,202.0
2,4,647500.0,25.4,3,1.0,2.0,185.0
0,5,1250000.0,7.2,2,1.0,2.0,191.0
2,0,566000.0,18.0,2,1.0,1.0,202.0
0,0,967000.0,18.0,4,3.0,2.0,202.0
0,0,950000.0,18.0,4,2.0,2.0,202.0
0,5,1400000.0,7.2,3,2.0,0.0,191.0
0,5,1450000.0,7.2,2,2.0,0.0,191.0
0,2,640500.0,19.6,4,2.0,2.0,239.0
2,2,454000.0,19.6,2,1.0,1.0,239.0
0,2,375000.0,19.6,3,1.0,1.0,239.0
0,2,641000.0,19.6,3,2.0,2.0,239.0
0,2,555000.0,19.6,3,2.0,4.0,239.0
2,2,291000.0,19.6,2,1.0,1.0,239.0
0,6,993000.0,7.5,3,2.0,2.0,229.0
0,6,1527500.0,7.5,3,2.0,3.0,229.0
0,6,950000.0,7.5,3,1.0,2.0,229.0
0,2,1575000.0,5.7,4,1.0,0.0,239.0
2,2,508000.0,5.7,2,1.0,1.0,239.0
2,2,475000.0,13.1,2,1.0,1.0,239.0
0,0,820000.0,24.8,4,2.0,2.0,202.0
0,0,797000.0,24.8,3,2.0,1.0,202.0
0,2,1060000.0,2.1,2,1.0,0.0,239.0
0,2,1750000.0,2.1,3,1.0,0.0,239.0
0,2,2000000.0,3.6,4,2.0,1.0,239.0
0,2,820000.0,3.4,3,1.0,0.0,239.0
0,2,1225000.0,3.4,2,1.0,1.0,239.0
2,6,240000.0,5.1,2,1.0,1.0,229.0
2,6,465000.0,5.1,2,1.0,1.0,229.0
0,6,800000.0,5.1,2,1.0,2.0,229.0
0,4,1010000.0,25.4,3,2.0,2.0,185.0
0,1,464000.0,25.4,3,1.0,2.0,119.0
0,4,830000.0,25.4,4,1.0,4.0,185.0
0,3,690000.0,25.4,3,2.0,2.0,119.0
0,3,780000.0,25.4,4,3.0,2.0,119.0
0,6,660000.0,12.9,3,1.0,3.0,229.0
0,6,625000.0,12.9,3,2.0,4.0,229.0
0,6,695000.0,12.9,3,2.0,2.0,229.0
0,5,2200000.0,7.3,3,2.0,2.0,191.0
0,5,2290000.0,7.3,5,3.0,2.0,191.0
2,5,652500.0,7.3,2,1.0,1.0,191.0
1,5,1520000.0,7.3,3,2.0,2.0,191.0
2,5,537000.0,7.3,2,2.0,1.0,191.0
0,5,2290000.0,7.3,4,3.0,2.0,191.0
2,5,1000000.0,7.3,3,2.0,0.0,191.0
1,5,965000.0,7.3,2,2.0,1.0,191.0
2,0,515000.0,16.7,2,2.0,0.0,202.0
2,0,930000.0,16.7,3,2.0,2.0,202.0
0,0,1790000.0,16.7,4,2.0,2.0,202.0
1,0,1170000.0,16.7,4,3.0,2.0,202.0
1,0,1380000.0,16.7,4,2.0,0.0,202.0
0,0,1320000.0,16.7,4,2.0,5.0,202.0
0,0,1320000.0,16.7,5,3.0,3.0,202.0
0,0,1361501.0,16.7,3,2.0,0.0,202.0
0,0,1152000.0,16.7,4,2.0,2.0,202.0
0,2,932000.0,11.2,3,1.0,1.0,239.0
1,2,646000.0,11.2,3,1.0,0.0,239.0
1,2,576000.0,11.2,3,1.0,0.0,239.0
0,2,605000.0,11.2,2,1.0,2.0,239.0
1,2,480000.0,11.2,2,1.0,1.0,239.0
0,2,1000000.0,16.1,5,2.0,2.0,239.0
0,2,888000.0,20.4,5,3.0,2.0,239.0
0,2,750000.0,11.2,3,1.0,3.0,239.0
0,2,720000.0,11.2,3,1.0,1.0,239.0
0,5,2290000.0,13.8,4,3.0,2.0,191.0
0,5,1850000.0,13.8,3,1.0,2.0,191.0
0,5,1000000.0,5.3,2,1.0,2.0,191.0
2,5,463000.0,5.3,2,1.0,1.0,191.0
0,5,1670000.0,5.3,3,3.0,2.0,191.0
2,5,630000.0,5.3,2,2.0,1.0,191.0
2,5,492000.0,6.2,2,1.0,1.0,191.0
0,5,2290000.0,6.2,3,1.0,3.0,191.0
0,5,1768000.0,6.2,3,2.0,2.0,191.0
0,5,2290000.0,6.2,4,2.0,2.0,191.0
0,0,1165000.0,21.3,4,2.0,2.0,202.0
0,0,920000.0,21.3,4,2.0,2.0,202.0
0,0,932000.0,21.3,5,2.0,2.0,202.0
2,0,325000.0,8.9,1,1.0,1.0,202.0
0,0,1420000.0,8.9,4,2.0,2.0,202.0
0,0,811000.0,8.8,3,1.0,1.0,202.0
0,5,1550000.0,16.0,4,2.0,2.0,191.0
2,5,801000.0,16.0,3,1.0,1.0,191.0
0,6,805000.0,18.0,4,3.0,2.0,229.0
0,6,627000.0,18.0,4,2.0,2.0,229.0
0,6,510000.0,18.4,3,1.0,2.0,229.0
2,6,405000.0,18.4,2,1.0,1.0,229.0
0,6,505000.0,18.4,4,2.0,1.0,229.0
0,3,600000.0,25.4,3,2.0,0.0,119.0
1,0,795000.0,7.8,2,2.0,1.0,202.0
0,0,1535000.0,7.8,3,2.0,1.0,202.0
0,6,678500.0,14.5,3,1.0,2.0,229.0
0,6,680000.0,14.5,3,2.0,2.0,229.0
0,6,720000.0,15.5,4,2.0,2.0,229.0
0,6,1210000.0,11.7,4,3.5,3.0,229.0
0,6,1188000.0,11.7,4,2.0,2.0,229.0
0,6,590000.0,11.7,3,1.0,1.0,229.0
0,6,1031100.0,11.7,3,1.0,1.0,229.0
0,6,1076500.0,11.7,3,1.0,1.0,229.0
0,6,680000.0,15.5,3,2.0,2.0,229.0
0,2,1360000.0,3.4,3,1.0,1.0,239.0
1,2,700000.0,3.4,2,1.0,1.0,239.0
2,5,920000.0,5.4,2,1.0,1.0,191.0
0,5,1250000.0,5.4,3,1.0,2.0,191.0
0,5,1950000.0,5.4,3,1.0,3.0,191.0
0,5,1405000.0,5.4,3,1.0,0.0,191.0
0,5,1700000.0,7.3,3,1.0,2.0,191.0
0,5,2000000.0,7.3,4,1.0,1.0,191.0
0,5,1655000.0,7.3,3,2.0,1.0,191.0
0,5,1980000.0,7.3,4,2.0,3.0,191.0
0,6,915000.0,6.4,3,2.0,4.0,229.0
0,6,1100000.0,6.4,3,2.0,0.0,229.0
2,6,712000.0,6.4,3,2.0,1.0,229.0
0,2,685000.0,16.3,3,1.0,1.0,239.0
0,2,741000.0,16.3,3,1.0,1.0,239.0
1,2,665000.0,12.7,2,1.0,0.0,239.0
0,2,967000.0,12.7,4,1.0,0.0,239.0
0,6,865000.0,6.4,2,1.0,2.0,229.0
0,6,605000.0,6.4,3,1.0,2.0,229.0
0,5,1990000.0,5.9,3,2.0,2.0,191.0
0,5,1510000.0,5.9,3,1.0,0.0,191.0
0,5,1380000.0,8.4,3,1.0,3.0,191.0
0,5,2290000.0,8.4,4,2.0,2.0,191.0
0,5,1902000.0,8.4,3,2.0,2.0,191.0
2,6,701500.0,4.3,3,1.0,0.0,229.0
0,5,2280000.0,11.4,4,2.0,3.0,191.0
0,2,490000.0,17.4,3,2.0,2.0,239.0
0,2,473000.0,17.4,3,1.0,2.0,239.0
2,2,430000.0,17.4,3,1.0,0.0,239.0
2,2,530000.0,0.0,2,1.0,0.0,239.0
2,2,815000.0,0.0,3,1.0,0.0,239.0
2,2,585000.0,0.0,2,1.0,0.0,239.0
0,7,410000.0,25.4,4,1.0,2.0,119.0
0,4,1325000.0,20.0,4,2.0,1.0,185.0
1,4,875000.0,20.0,3,2.0,2.0,185.0
0,2,467000.0,25.4,3,1.0,0.0,239.0
0,2,726000.0,25.4,4,2.0,2.0,239.0
0,2,720000.0,25.4,4,2.0,2.0,239.0
0,2,746000.0,25.4,4,1.0,0.0,239.0
0,5,1720000.0,3.0,4,2.0,0.0,191.0
0,5,2290000.0,3.0,5,2.0,1.0,191.0
0,5,1500000.0,3.0,2,1.0,1.0,191.0
0,2,710000.0,17.9,3,2.0,2.0,239.0
0,2,728000.0,17.9,3,2.0,2.0,239.0
0,2,806888.0,17.9,4,2.0,2.0,239.0
0,2,757000.0,17.9,4,2.0,3.0,239.0
1,0,890000.0,17.2,3,2.0,0.0,202.0
0,0,1200000.0,17.2,4,3.0,2.0,202.0
1,0,799100.0,17.2,3,2.0,2.0,202.0
0,0,1237000.0,17.2,3,2.0,2.0,202.0
2,0,850000.0,10.2,2,1.0,1.0,202.0
0,0,910000.0,16.2,3,1.0,2.0,202.0
0,0,970000.0,16.2,3,2.0,2.0,202.0
2,6,570000.0,6.2,2,1.0,1.0,229.0
2,6,595000.0,6.2,2,1.0,2.0,229.0
0,6,1205000.0,6.2,3,1.0,1.0,229.0
0,6,1240000.0,6.2,3,2.0,2.0,229.0
0,6,1450000.0,6.2,3,2.0,2.0,229.0
0,5,1150000.0,14.3,3,1.0,4.0,191.0
0,1,720000.0,25.4,3,1.0,1.0,119.0
0,4,900000.0,21.5,2,2.0,2.0,185.0
2,0,851000.0,14.2,3,1.0,2.0,202.0
2,0,1175000.0,14.2,4,2.0,2.0,202.0
0,0,1250000.0,14.2,4,2.0,2.0,202.0
0,0,1030000.0,14.2,3,1.0,1.0,202.0
0,0,1000000.0,14.2,3,1.0,1.0,202.0
0,4,888000.0,18.8,3,1.0,1.0,185.0
0,4,780000.0,18.8,3,2.0,2.0,185.0
0,5,960000.0,10.1,2,1.0,1.0,191.0
0,5,1530000.0,10.1,3,1.0,1.0,191.0
1,5,922000.0,10.1,3,2.0,2.0,191.0
0,6,832000.0,6.2,3,2.0,2.0,229.0
0,6,1567000.0,6.2,4,2.0,2.0,229.0
1,6,865000.0,6.2,4,2.0,2.0,229.0
0,6,980000.0,6.2,4,3.0,2.0,229.0
0,6,1370000.0,10.4,4,3.0,2.0,229.0
2,2,542000.0,1.8,2,1.0,1.0,239.0
0,0,902000.0,21.1,4,2.0,0.0,202.0
0,2,1550000.0,5.3,2,1.0,0.0,239.0
2,2,405000.0,5.3,1,1.0,0.0,239.0
2,2,1150000.0,5.3,3,1.0,0.0,239.0
2,2,630000.0,5.3,2,1.0,0.0,239.0
0,2,1341500.0,5.3,3,1.0,1.0,239.0
0,2,1260000.0,5.3,3,2.0,1.0,239.0
0,2,1685000.0,5.3,4,1.0,1.0,239.0
0,5,1495000.0,12.3,4,2.0,1.0,191.0
0,4,1110000.0,15.5,3,1.0,2.0,185.0
0,5,1103000.0,11.4,3,1.0,2.0,191.0
0,4,1630000.0,21.5,4,2.0,2.0,185.0
0,4,1100000.0,21.5,5,3.0,4.0,185.0
0,4,1230000.0,21.5,4,2.0,2.0,185.0
1,4,625500.0,21.5,2,1.0,1.0,185.0
0,2,555000.0,8.5,2,1.0,1.0,239.0
2,2,641000.0,8.5,2,1.0,1.0,239.0
2,2,436000.0,8.5,1,1.0,1.0,239.0
0,2,850000.0,8.5,3,1.0,3.0,239.0
2,2,362000.0,8.5,2,1.0,0.0,239.0
0,2,790000.0,8.5,2,1.0,1.0,239.0
0,5,1631000.0,3.5,4,3.0,2.0,191.0
0,5,1845000.0,3.5,3,3.0,2.0,191.0
0,5,1000000.0,3.5,3,1.0,0.0,191.0
0,5,1190000.0,3.5,2,1.0,1.0,191.0
2,5,600000.0,3.5,2,1.0,1.0,191.0
0,5,1600000.0,3.5,3,1.0,0.0,191.0
0,5,1475000.0,4.6,1,1.0,4.0,191.0
2,5,920000.0,4.6,3,2.0,2.0,191.0
0,5,1650000.0,4.6,3,1.0,0.0,191.0
2,5,845000.0,4.6,2,1.0,1.0,191.0
2,2,540000.0,8.4,3,1.0,1.0,239.0
0,2,950000.0,8.4,2,1.0,2.0,239.0
0,2,1072500.0,8.4,3,1.0,2.0,239.0
1,2,800000.0,8.4,3,1.0,0.0,239.0
0,2,920000.0,8.4,3,1.0,2.0,239.0
0,2,947500.0,8.4,3,1.0,1.0,239.0
0,2,750000.0,12.0,3,1.0,3.0,239.0
0,2,755000.0,12.0,3,1.0,1.0,239.0
0,2,889000.0,12.0,3,1.0,2.0,239.0
0,2,680000.0,12.0,2,1.0,2.0,239.0
0,2,990000.0,12.0,3,1.0,2.0,239.0
1,2,550000.0,12.0,2,1.0,1.0,239.0
0,2,1250000.0,12.0,4,3.5,2.0,239.0
1,2,580000.0,12.0,2,1.0,1.0,239.0
2,2,583500.0,12.0,2,1.0,1.0,239.0
0,2,870000.0,12.0,3,1.0,2.0,239.0
0,2,1400000.0,2.4,3,1.0,2.0,239.0
0,2,1525000.0,2.4,3,2.0,0.0,239.0
0,2,1200000.0,2.4,2,1.0,0.0,239.0
0,2,1200000.0,2.4,3,1.0,1.0,239.0
2,2,415000.0,2.4,1,1.0,0.0,239.0
1,2,1321000.0,2.4,3,2.0,2.0,239.0
2,2,592000.0,2.4,2,2.0,1.0,239.0
0,0,1040000.0,19.9,2,1.0,1.0,202.0
0,0,800000.0,21.3,4,2.0,2.0,202.0
0,0,1315000.0,21.3,4,2.0,3.0,202.0
0,0,1050000.0,19.9,4,2.0,2.0,202.0
0,0,1800000.0,8.9,4,2.0,2.0,202.0
0,4,725000.0,23.5,3,1.0,2.0,185.0
0,2,580500.0,20.6,3,2.0,2.0,239.0
0,2,440000.0,20.6,3,2.0,1.0,239.0
0,2,580000.0,20.6,3,2.0,1.0,239.0
