Rooms,Type,Price,Distance,Bedroom,Bathroom,Car,Landsize,Lattitude,Longtitude,Regionname,Total_Schools_per_Region
4,h,1600000,11.4,4,2,2,604,-37.92135,145.02917,Southern Metropolitan,191
4,t,1200000,11.4,4,2,2,293,-37.92594,145.03184,Southern Metropolitan,191
3,h,1185000,13.8,3,2,2,644,-37.92332,145.07483,Southern Metropolitan,191
4,h,1460000,13.8,4,1,2,722,-37.91311,145.06496,Southern Metropolitan,191
3,t,935000,13.8,3,2,2,244,-37.9203,145.08074,Southern Metropolitan,191
4,h,1620000,13.8,4,2,2,426,-37.91657,145.05534,Southern Metropolitan,191
4,h,1580000,13.8,4,2,2,604,-37.91327,145.07917,Southern Metropolitan,191
3,h,1315000,13.8,3,1,2,617,-37.92284,145.06423,Southern Metropolitan,191
2,u,767000,17.3,2,1,2,206,-37.97614,145.02014,Southern Metropolitan,191
5,h,2520000,17.3,5,3,2,947,-37.97956,145.02303,Southern Metropolitan,191
4,h,1695000,13.4,4,3,4,696,-37.81726,145.16061,Eastern Metropolitan,202
4,t,990000,13.4,4,2,1,296,-37.8054,145.15701,Eastern Metropolitan,202
3,h,836000,27,3,2,2,407,-38.06257,145.1226,South-Eastern Metropolitan,185
4,h,780000,25,4,2,2,820,-37.87393,145.28858,Eastern Metropolitan,202
4,h,783000,25,4,1,3,730,-37.87377,145.28688,Eastern Metropolitan,202
5,h,2020000,25,5,3,0,2735,-37.86625,145.26317,Eastern Metropolitan,202
3,h,706500,25,3,2,3,723,-37.83883,145.28893,Eastern Metropolitan,202
2,u,637000,16.1,2,1,1,318,-37.70688,145.11791,Eastern Metropolitan,202
3,u,1336000,10.5,3,2,1,249,-37.90597,145.00208,Southern Metropolitan,191
2,u,1400000,10.5,2,2,2,0,-37.90115,144.98776,Southern Metropolitan,191
3,h,1175000,10.5,3,1,3,284,-37.91155,145.00657,Southern Metropolitan,191
3,h,1935000,10.5,3,2,1,385,-37.91068,145.00394,Southern Metropolitan,191
3,h,1950000,10.5,3,1,2,632,-37.91677,145.00372,Southern Metropolitan,191
4,h,2250000,10.5,4,2,1,512,-37.9031,144.9938,Southern Metropolitan,191
3,u,897000,10.5,3,1,1,164,-37.92109,145.00088,Southern Metropolitan,191
5,h,2000000,10.3,5,3,2,645,-37.91818,145.01513,Southern Metropolitan,191
3,h,1590000,5.2,3,2,1,322,-37.76316,144.97108,Northern Metropolitan,239
3,h,1435000,5.2,3,2,0,251,-37.77588,144.95736,Northern Metropolitan,239
2,h,1315000,5.2,2,1,1,234,-37.77539,144.95576,Northern Metropolitan,239
2,h,730000,5.2,2,1,1,134,-37.76569,144.9656,Northern Metropolitan,239
2,h,700000,5.2,2,1,1,61,-37.766,144.96076,Northern Metropolitan,239
1,u,300000,5.2,1,1,1,512,-37.77644,144.95616,Northern Metropolitan,239
3,h,1900000,5.2,3,2,3,372,-37.7649,144.96762,Northern Metropolitan,239
2,h,920000,5.2,2,1,1,240,-37.75697,144.95543,Northern Metropolitan,239
2,t,765000,5.2,2,2,1,77,-37.7617,144.96406,Northern Metropolitan,239
4,h,1400000,5.2,4,1,2,678,-37.75967,144.97214,Northern Metropolitan,239
2,h,740000,5.2,2,1,0,0,-37.76733,144.96079,Northern Metropolitan,239
2,u,570000,4,2,1,1,0,-37.7631,144.98138,Northern Metropolitan,239
2,h,1105000,4,2,1,2,173,-37.77524,144.97529,Northern Metropolitan,239
3,h,1200000,5.2,3,1,1,473,-37.7535,144.94643,Northern Metropolitan,239
4,h,1325000,5.2,4,1,0,465,-37.75569,144.95186,Northern Metropolitan,239
3,h,1160000,10.8,3,1,1,603,-37.77173,145.09581,Eastern Metropolitan,202
3,h,1320000,10.8,3,1,3,902,-37.78006,145.10169,Eastern Metropolitan,202
3,h,780000,12.1,3,1,1,546,-37.69388,145.06463,Northern Metropolitan,239
4,t,845000,10.4,4,3,2,94,-37.85213,145.10928,Southern Metropolitan,191
2,u,700000,10.4,2,1,1,251,-37.84738,145.11997,Southern Metropolitan,191
4,h,1032000,14.7,4,2,2,599,-37.848,145.14165,Eastern Metropolitan,202
4,h,821000,14.8,4,2,2,638,-37.76189,144.78517,Western Metropolitan,229
4,h,3050000,7.7,4,2,2,984,-37.84,145.07853,Southern Metropolitan,191
3,t,1171000,7.7,3,2,2,350,-37.8356,145.08005,Southern Metropolitan,191
3,h,2050000,8.4,3,2,3,779,-37.83271,145.08414,Southern Metropolitan,191
2,u,850000,8.4,2,1,1,116,-37.82012,145.08526,Southern Metropolitan,191
2,h,1501000,3.5,2,1,0,152,-37.78381,144.97608,Northern Metropolitan,239
3,h,1570000,10.1,3,2,2,602,-37.90248,145.05943,Southern Metropolitan,191
3,u,1275000,10.1,3,2,2,750,-37.90092,145.04924,Southern Metropolitan,191
3,h,1435000,10.1,3,2,2,430,-37.90008,145.06187,Southern Metropolitan,191
4,h,1455000,10.1,4,2,2,608,-37.89106,145.04675,Southern Metropolitan,191
2,u,620000,10.1,2,1,2,158,-37.89267,145.05474,Southern Metropolitan,191
3,h,600000,14.8,3,1,3,406,-37.72484,144.74296,Western Metropolitan,229
4,h,965000,31.2,4,1,3,1000,-38.07921,145.12761,South-Eastern Metropolitan,185
2,u,529000,31.2,2,1,1,199,-38.07938,145.13227,South-Eastern Metropolitan,185
3,h,881000,31.2,3,1,2,538,-38.07405,145.13211,South-Eastern Metropolitan,185
4,h,845000,31.2,4,2,2,633,-38.0781,145.12429,South-Eastern Metropolitan,185
2,u,650000,8.7,2,2,1,0,-37.88776,145.03364,Southern Metropolitan,191
2,u,350000,8.4,2,0,0,0,-37.88385,145.04785,Southern Metropolitan,191
1,u,350000,7.8,1,1,1,0,-37.8681,145.02576,Southern Metropolitan,191
2,u,665000,7.8,2,1,1,0,-37.86827,145.02113,Southern Metropolitan,191
3,h,1080000,11.7,3,1,1,588,-37.88246,145.10046,Southern Metropolitan,191
2,h,674000,11.7,2,1,1,218,-37.88093,145.10574,Southern Metropolitan,191
2,u,525000,27,2,1,1,506,-38.05304,145.1151,South-Eastern Metropolitan,185
3,h,840000,27,3,2,2,534,-38.04683,145.1261,South-Eastern Metropolitan,185
2,t,745000,17.9,2,1,2,359,-37.96342,145.06516,Southern Metropolitan,191
3,h,1240000,17.9,3,1,4,605,-37.97161,145.07036,Southern Metropolitan,191
2,u,850000,17.9,2,1,2,0,-37.96021,145.05938,Southern Metropolitan,191
3,h,1300000,16.7,3,1,2,725,-37.91865,145.14341,South-Eastern Metropolitan,185
2,h,700000,3.6,2,2,1,533,-37.79443,144.9995,Northern Metropolitan,239
3,h,880000,6.7,3,2,1,229,-37.74524,144.9754,Northern Metropolitan,239
4,h,1525000,6.7,4,2,2,604,-37.73975,144.9651,Northern Metropolitan,239
3,t,690000,6.7,3,1,1,64,-37.75535,144.96481,Northern Metropolitan,239
2,h,960000,6.7,2,1,3,398,-37.74966,144.9682,Northern Metropolitan,239
3,h,1600000,6.7,3,2,2,737,-37.75107,144.95112,Northern Metropolitan,239
3,h,1157000,6.7,3,1,1,480,-37.73894,144.95067,Northern Metropolitan,239
2,h,867000,6.7,2,1,1,208,-37.74373,144.95783,Northern Metropolitan,239
3,h,690000,6.7,3,1,2,479,-37.73251,144.98178,Northern Metropolitan,239
4,h,850000,6.7,4,2,2,300,-37.7296,144.97988,Northern Metropolitan,239
2,h,700000,6.7,2,1,1,303,-37.73285,144.97274,Northern Metropolitan,239
2,u,561000,2,2,2,2,3701,-37.80896,144.9911,Northern Metropolitan,239
2,h,1025000,2,3,2,1,108,-37.79531,144.9863,Northern Metropolitan,239
4,h,725000,20.6,4,2,3,854,-37.59908,144.93954,Northern Metropolitan,239
4,h,667000,20.6,4,2,2,480,-37.57201,144.90897,Northern Metropolitan,239
3,h,877500,23,3,2,1,979,-37.7917,145.29665,Eastern Metropolitan,202
3,h,678000,24.7,3,1,2,624,-37.97806,145.20432,South-Eastern Metropolitan,185
3,h,595000,24.7,3,1,1,530,-37.96006,145.22094,South-Eastern Metropolitan,185
2,u,305000,24.7,2,1,1,141,-37.95431,145.20899,South-Eastern Metropolitan,185
3,h,816000,22.2,3,2,2,533,-37.986,145.12035,South-Eastern Metropolitan,185
4,h,2600000,12.4,4,4,2,1072,-37.79094,145.12733,Eastern Metropolitan,202
3,h,1285000,12.4,3,1,2,645,-37.77969,145.14033,Eastern Metropolitan,202
3,h,1360000,12.4,3,1,2,647,-37.79436,145.13869,Eastern Metropolitan,202
5,h,1600000,12.4,5,2,2,757,-37.77536,145.13163,Eastern Metropolitan,202
5,h,1370000,12.4,5,2,2,768,-37.77934,145.11344,Eastern Metropolitan,202
4,h,1760000,14.3,4,4,2,651,-37.78535,145.14536,Eastern Metropolitan,202
4,h,1662000,14.3,4,2,2,785,-37.7738,145.16712,Eastern Metropolitan,202
3,h,545000,28.8,3,1,1,700,-37.99095,145.2316,South-Eastern Metropolitan,185
2,u,750000,8.9,2,1,1,112,-37.76689,145.05206,Eastern Metropolitan,202
2,h,716000,7.2,2,1,1,0,-37.89438,145.00851,Southern Metropolitan,191
2,u,975000,7.2,2,1,1,1764,-37.8879,145.01198,Southern Metropolitan,191
4,h,975000,18,4,1,2,1005,-37.71119,145.15333,Eastern Metropolitan,202
3,h,842000,18,3,1,1,960,-37.709,145.14131,Eastern Metropolitan,202
2,u,480000,7.2,2,1,1,1210,-37.8785,144.99316,Southern Metropolitan,191
2,u,696750,7.2,2,1,1,0,-37.88094,144.99471,Southern Metropolitan,191
1,u,420000,7.2,1,1,1,1192,-37.88306,144.9841,Southern Metropolitan,191
2,u,695500,7.2,2,1,1,887,-37.88349,144.98699,Southern Metropolitan,191
3,h,540000,19.6,3,1,4,699,-37.65105,145.04613,Northern Metropolitan,239
3,h,620000,19.6,3,1,2,606,-37.64954,145.03648,Northern Metropolitan,239
4,h,598000,19.6,3,2,3,558,-37.64262,145.0407,Northern Metropolitan,239
4,h,650000,19.6,4,2,2,469,-37.6248,145.01032,Northern Metropolitan,239
2,u,762000,7.5,2,1,1,195,-37.74125,144.89502,Western Metropolitan,229
3,h,1025000,7.5,3,2,2,203,-37.75582,144.91061,Western Metropolitan,229
4,h,1360000,7.5,4,2,1,267,-37.75472,144.92723,Western Metropolitan,229
3,h,900000,7.5,3,1,1,324,-37.7525,144.90417,Western Metropolitan,229
3,h,1320000,7.5,3,2,1,276,-37.75126,144.89558,Western Metropolitan,229
3,u,786000,7.5,3,2,1,138,-37.75284,144.90975,Western Metropolitan,229
5,h,2210000,7.5,5,3,2,590,-37.75511,144.90935,Western Metropolitan,229
3,h,1200000,5.7,3,1,2,440,-37.77558,145.02451,Northern Metropolitan,239
3,h,700000,13.1,3,2,2,400,-37.71693,144.96527,Northern Metropolitan,239
3,h,712000,13.1,3,1,2,603,-37.70037,144.97007,Northern Metropolitan,239
3,h,775000,13.1,3,1,2,621,-37.71193,144.974,Northern Metropolitan,239
4,h,821000,13.1,4,1,1,687,-37.71881,144.96527,Northern Metropolitan,239
3,h,663500,24.8,3,1,2,736,-37.88909,145.26935,Eastern Metropolitan,202
3,h,805000,24.8,3,1,2,1008,-37.89879,145.28866,Eastern Metropolitan,202
4,h,1290000,3.4,4,2,0,202,-37.78358,144.92927,Northern Metropolitan,239
4,h,2268000,3.4,4,2,2,616,-37.78474,144.9322,Northern Metropolitan,239
2,u,270000,5.1,2,1,1,0,-37.78895,144.89014,Western Metropolitan,229
3,u,605000,5.1,3,1,2,4096,-37.8021,144.9075,Western Metropolitan,229
3,u,764000,15.4,3,2,1,258,-37.83592,145.16819,Eastern Metropolitan,202
3,h,700000,38,3,1,2,593,-38.15517,145.12705,South-Eastern Metropolitan,185
3,h,452000,36.9,3,1,0,624,-38.1187,145.14973,Eastern Victoria,95
3,h,1890000,7.3,3,1,2,554,-37.84949,145.07726,Southern Metropolitan,191
4,h,1750000,16.7,4,1,2,655,-37.87173,145.15267,Eastern Metropolitan,202
2,u,1100000,16.7,2,1,1,258,-37.88245,145.15982,Eastern Metropolitan,202
4,h,750000,11.2,4,2,3,659,-37.70619,144.92916,Northern Metropolitan,239
3,h,695000,11.2,3,1,2,649,-37.69777,144.91952,Northern Metropolitan,239
3,h,817000,16.1,3,2,1,610,-37.71437,145.10112,Northern Metropolitan,239
3,h,760000,16.1,3,1,3,570,-37.70817,145.10028,Northern Metropolitan,239
3,h,680000,20.4,3,2,1,650,-37.64049,144.8846,Northern Metropolitan,239
5,h,1170000,20.4,5,3,5,1750,-37.65439,144.89113,Northern Metropolitan,239
5,h,830000,20.4,5,4,5,602,-37.65039,144.89948,Northern Metropolitan,239
3,h,731000,11.2,3,1,2,608,-37.70527,144.95084,Northern Metropolitan,239
3,h,827000,11.2,3,1,2,676,-37.70328,144.94161,Northern Metropolitan,239
3,t,627000,11.2,3,2,2,0,-37.70903,144.93995,Northern Metropolitan,239
3,h,680000,32.3,3,1,2,795,-38.00533,145.26907,South-Eastern Metropolitan,185
3,u,690000,5.3,3,1,1,1396,-37.81415,145.03082,Southern Metropolitan,191
2,u,1022000,5.3,2,1,1,2267,-37.82193,145.01749,Southern Metropolitan,191
5,h,5510000,5.3,5,2,5,820,-37.83031,145.02973,Southern Metropolitan,191
4,h,3335000,5.3,4,2,2,371,-37.81474,145.02609,Southern Metropolitan,191
1,u,560000,5.3,1,1,1,0,-37.82694,145.03094,Southern Metropolitan,191
3,u,970000,5.3,3,2,2,0,-37.83,145.04186,Southern Metropolitan,191
2,h,1790000,5.3,2,2,2,460,-37.83432,145.04152,Southern Metropolitan,191
2,u,805000,5.3,2,1,1,0,-37.82258,145.0193,Southern Metropolitan,191
3,h,1875000,6.2,3,2,1,282,-37.82911,145.04531,Southern Metropolitan,191
4,h,2320000,6.2,4,2,2,528,-37.83539,145.0431,Southern Metropolitan,191
3,t,1465000,6.2,3,2,2,265,-37.84506,145.05246,Southern Metropolitan,191
3,t,701000,21.3,3,2,2,173,-37.8327,145.2348,Eastern Metropolitan,202
3,h,850000,21.3,3,1,2,797,-37.83058,145.23071,Eastern Metropolitan,202
3,h,885000,8.8,3,1,1,592,-37.73736,145.05603,Eastern Metropolitan,202
3,h,1190000,16,3,1,1,635,-37.94654,145.04863,Southern Metropolitan,191
3,h,485000,18,3,2,1,453,-37.68811,144.74999,Western Metropolitan,229
3,h,530000,18.4,3,2,2,530,-37.86515,144.66671,Western Metropolitan,229
3,h,515000,18.4,3,1,2,565,-37.86852,144.68039,Western Metropolitan,229
4,h,1305000,18.4,4,2,0,4606,-37.84931,144.6942,Western Metropolitan,229
3,h,555500,18.4,3,2,1,557,-37.87498,144.69617,Western Metropolitan,229
4,h,1350000,7.8,4,1,2,587,-37.76737,145.03944,Eastern Metropolitan,202
3,u,910000,7.8,3,2,1,0,-37.75822,145.05056,Eastern Metropolitan,202
3,h,1300000,7.8,3,2,2,334,-37.76538,145.04964,Eastern Metropolitan,202
3,h,2525000,7.8,3,2,1,805,-37.7714,145.05963,Eastern Metropolitan,202
2,u,535000,7.8,2,1,1,0,-37.77127,145.0499,Eastern Metropolitan,202
3,h,580000,15.5,3,1,4,677,-37.72188,144.81489,Western Metropolitan,229
3,h,670000,10.4,3,1,2,647,-37.72544,144.85259,Western Metropolitan,229
3,t,855000,3.4,3,2,1,68,-37.79554,144.91679,Northern Metropolitan,239
2,h,990000,3.4,2,1,0,165,-37.7902,144.93192,Northern Metropolitan,239
2,u,630000,5.4,2,1,1,1037,-37.80897,145.04759,Southern Metropolitan,191
2,t,942000,5.4,2,1,1,0,-37.81439,145.04237,Southern Metropolitan,191
2,h,912500,5.4,2,1,2,239,-37.8008,145.04336,Southern Metropolitan,191
1,u,515000,5.4,1,1,1,0,-37.80468,145.03614,Southern Metropolitan,191
2,u,672000,5.4,2,1,1,710,-37.8055,145.038,Southern Metropolitan,191
4,h,2162000,7.3,4,2,3,794,-37.79172,145.05863,Southern Metropolitan,191
3,h,2260000,7.3,3,2,4,753,-37.79017,145.06381,Southern Metropolitan,191
4,h,745000,25.2,4,2,1,624,-37.9887,145.16158,South-Eastern Metropolitan,185
4,h,800001,12.1,4,1,2,467,-37.7126,145.02996,Northern Metropolitan,239
3,h,1180000,6.4,3,1,1,335,-37.80742,144.88297,Western Metropolitan,229
3,h,521000,16.3,3,1,2,589,-37.67056,145.03698,Northern Metropolitan,239
2,t,910000,5.9,2,1,2,195,-37.86916,145.03565,Southern Metropolitan,191
3,h,4900000,5.9,3,4,2,950,-37.85905,145.03229,Southern Metropolitan,191
2,u,592000,5.9,2,1,1,0,-37.86824,145.03504,Southern Metropolitan,191
1,u,455000,5.9,1,1,1,1112,-37.86561,145.03602,Southern Metropolitan,191
3,h,2265000,8.4,3,2,2,531,-37.86749,145.05122,Southern Metropolitan,191
3,h,1780000,8.4,3,2,2,580,-37.8683,145.03909,Southern Metropolitan,191
2,u,585000,4.3,2,2,2,37000,-37.77518,144.89254,Western Metropolitan,229
4,h,1085000,4.3,4,2,2,238,-37.7833,144.89717,Western Metropolitan,229
4,h,1680000,11.4,4,2,2,568,-37.90688,145.02827,Southern Metropolitan,191
4,h,400000,31.7,4,2,2,643,-37.68834,144.56803,Western Victoria,21
4,h,355000,29.8,4,2,1,766,-37.69791,144.5807,Western Victoria,21
5,h,355000,31.7,5,2,2,666,-37.67523,144.55833,Northern Victoria,36
3,t,815000,20,3,3,2,93,-37.97917,145.07573,South-Eastern Metropolitan,185
2,t,800000,20,2,1,1,0,-37.98937,145.06723,South-Eastern Metropolitan,185
3,h,885000,20,3,1,2,530,-37.97584,145.08107,South-Eastern Metropolitan,185
3,h,2010000,3,3,1,0,207,-37.85356,144.96415,Southern Metropolitan,191
6,h,5600000,3,6,4,2,472,-37.85231,144.96373,Southern Metropolitan,191
3,h,1850000,3,3,2,1,321,-37.85411,144.96409,Southern Metropolitan,191
3,h,663500,17.9,3,2,1,991,-37.65887,145.06254,Northern Metropolitan,239
4,h,732000,17.9,3,2,1,808,-37.67348,145.06982,Northern Metropolitan,239
4,h,720000,17.9,4,2,3,649,-37.67681,145.06414,Northern Metropolitan,239
3,h,556500,17.9,3,1,2,526,-37.67561,145.05641,Northern Metropolitan,239
3,u,569000,16.2,3,1,2,280,-37.73103,145.13404,Eastern Metropolitan,202
3,h,1850000,6.2,3,2,2,596,-37.76086,144.90497,Western Metropolitan,229
2,h,1090000,6.2,2,1,0,233,-37.76919,144.91186,Western Metropolitan,229
2,h,760000,6.2,2,1,0,251,-37.76856,144.90577,Western Metropolitan,229
3,h,1090500,14.3,3,2,2,347,-37.94274,145.05783,Southern Metropolitan,191
5,h,872000,26.5,5,2,2,1254,-37.79026,145.33738,Eastern Victoria,95
3,h,730000,26.5,3,2,2,947,-37.76517,145.3298,Eastern Victoria,95
1,u,519000,21.5,1,1,1,0,-38.00508,145.08189,South-Eastern Metropolitan,185
4,t,1170000,21.5,4,2,2,312,-38.002,145.08916,South-Eastern Metropolitan,185
2,u,720000,14.2,2,1,1,198,-37.87135,145.14334,Eastern Metropolitan,202
2,u,572000,14.2,2,1,1,173,-37.87142,145.14503,Eastern Metropolitan,202
3,h,1640000,14.2,3,1,2,911,-37.86906,145.14394,Eastern Metropolitan,202
3,t,1011000,14.2,3,2,2,297,-37.8605,145.12853,Eastern Metropolitan,202
5,h,1450000,14.2,5,2,2,728,-37.88409,145.12369,Eastern Metropolitan,202
3,h,880000,18.8,3,2,2,705,-37.92266,145.16733,South-Eastern Metropolitan,185
3,h,1256000,10.1,3,2,2,335,-37.90423,145.06168,Southern Metropolitan,191
1,u,330000,10.1,1,1,1,0,-37.89166,145.06718,Southern Metropolitan,191
2,u,670000,10.1,2,1,2,0,-37.89814,145.07455,Southern Metropolitan,191
2,u,602000,10.1,2,1,1,1166,-37.88674,145.07234,Southern Metropolitan,191
4,h,1337000,10.4,4,2,2,650,-37.74103,144.88496,Western Metropolitan,229
2,h,970000,1.8,2,1,0,102,-37.79489,144.94207,Northern Metropolitan,239
3,h,1232000,5.3,3,1,1,352,-37.76708,144.99624,Northern Metropolitan,239
4,t,950000,15.4,4,2,2,338,-37.81065,145.17309,Eastern Metropolitan,202
2,u,460000,11.2,2,1,1,106,-37.72326,144.91681,Northern Metropolitan,239
4,h,1138000,11.2,4,2,2,697,-37.72001,144.91683,Northern Metropolitan,239
4,h,1410000,12.3,4,2,2,568,-37.9054,145.08669,Southern Metropolitan,191
3,h,1245000,12.3,3,1,1,545,-37.90626,145.08653,Southern Metropolitan,191
2,h,1114000,12.3,2,1,1,703,-37.90241,145.12378,Southern Metropolitan,191
3,u,740000,12.3,3,1,1,211,-37.89941,145.11523,Southern Metropolitan,191
4,h,1120000,15.5,4,2,2,564,-37.93543,145.08408,South-Eastern Metropolitan,185
3,h,945000,15.5,3,1,2,640,-37.93646,145.08728,South-Eastern Metropolitan,185
1,u,280000,11.4,1,1,1,821,-37.90296,145.04637,Southern Metropolitan,191
2,u,485000,11.4,2,1,1,0,-37.90335,145.03718,Southern Metropolitan,191
3,h,1315000,21.5,3,2,2,627,-37.99544,145.08727,South-Eastern Metropolitan,185
3,u,1770000,1.8,3,2,1,2431,-37.78212,144.95755,Northern Metropolitan,239
3,u,630000,8.5,3,1,1,365,-37.72737,144.94593,Northern Metropolitan,239
3,u,1725000,3.5,3,2,2,0,-37.8429,144.94487,Southern Metropolitan,191
3,h,1325000,3.5,3,2,2,133,-37.83522,144.93471,Southern Metropolitan,191
2,u,625000,3.5,2,1,1,6830,-37.84432,144.94372,Southern Metropolitan,191
2,u,665000,3.5,2,2,1,1472,-37.84096,144.93791,Southern Metropolitan,191
3,h,1810000,4.6,3,1,2,512,-37.85136,145.00925,Southern Metropolitan,191
3,h,1400000,4.6,3,2,0,145,-37.84957,144.9889,Southern Metropolitan,191
3,h,850000,8.4,3,1,2,485,-37.7383,145.02349,Northern Metropolitan,239
5,h,1400000,8.4,5,2,2,558,-37.73472,144.99658,Northern Metropolitan,239
3,h,930000,8.4,3,1,0,357,-37.7377,144.98781,Northern Metropolitan,239
4,h,830000,8.4,4,1,2,540,-37.73935,145.01517,Northern Metropolitan,239
3,h,881000,8.4,3,1,2,470,-37.73912,145.01298,Northern Metropolitan,239
3,u,660000,8.4,3,1,1,234,-37.73506,145.03169,Northern Metropolitan,239
3,h,945000,8.4,3,1,2,349,-37.74946,145.00875,Northern Metropolitan,239
3,h,1210000,8.4,3,2,2,515,-37.74794,144.99111,Northern Metropolitan,239
3,h,970000,8.4,3,1,1,345,-37.74818,144.99825,Northern Metropolitan,239
2,u,465000,8.4,2,1,1,163,-37.73311,145.03552,Northern Metropolitan,239
3,h,725000,8.4,3,1,2,590,-37.73314,145.03437,Northern Metropolitan,239
3,h,990000,8.4,3,1,1,545,-37.74258,144.99309,Northern Metropolitan,239
3,h,972500,8.4,3,1,1,448,-37.73443,145.00201,Northern Metropolitan,239
3,h,955000,8.4,3,1,1,263,-37.74739,145.00934,Northern Metropolitan,239
3,h,1900000,3.5,3,1,0,204,-37.78251,144.96817,Northern Metropolitan,239
4,h,1100000,12,4,2,2,665,-37.72787,144.99423,Northern Metropolitan,239
5,h,1266000,12,5,2,2,601,-37.7296,145.00714,Northern Metropolitan,239
3,h,1040000,12,3,2,1,461,-37.72499,145.00038,Northern Metropolitan,239
2,h,888000,12,2,1,2,649,-37.71086,145.01629,Northern Metropolitan,239
2,t,521000,12,2,1,1,0,-37.7106,145.00177,Northern Metropolitan,239
3,h,857700,12,3,1,1,325,-37.72589,144.99681,Northern Metropolitan,239
3,t,642500,12,3,2,2,160,-37.71064,145.01067,Northern Metropolitan,239
3,h,1676000,2.4,3,1,1,294,-37.8239,145.0022,Northern Metropolitan,239
4,h,1400000,2.4,4,1,0,244,-37.82503,144.99967,Northern Metropolitan,239
3,h,1301000,2.4,3,1,1,163,-37.82434,145.00489,Northern Metropolitan,239
2,u,575000,2.4,2,1,1,407,-37.82046,144.99398,Northern Metropolitan,239
3,u,766000,19.9,3,1,2,327,-37.80905,145.23534,Eastern Metropolitan,202
4,h,910000,21.3,4,1,2,669,-37.81656,145.24247,Eastern Metropolitan,202
4,h,1200000,21.3,4,1,1,833,-37.81186,145.25419,Eastern Metropolitan,202
2,u,675000,8.9,2,1,1,247,-37.74427,145.06293,Eastern Metropolitan,202
3,h,622000,23.5,3,1,1,372,-37.91655,145.26933,South-Eastern Metropolitan,185
3,h,425000,20.6,3,2,2,255,-37.63382,144.92774,Northern Metropolitan,239
4,t,2300000,15.2,4,2,2,604,-37.95326,145.01779,Southern Metropolitan,191
3,h,1710000,15.2,3,2,0,398,-37.94785,145.01467,Southern Metropolitan,191
4,t,2221000,15.2,4,2,2,381,-37.95372,145.00608,Southern Metropolitan,191
3,h,515000,15.5,3,1,2,531,-37.87793,144.75626,Western Metropolitan,229
3,h,540000,35.4,3,1,2,648,-38.11014,145.14336,South-Eastern Metropolitan,185
3,h,1360000,11,3,2,6,663,-37.8642,144.84257,Western Metropolitan,229
3,h,1180000,5.1,3,1,0,198,-37.80779,144.88887,Western Metropolitan,229
3,h,790000,6.2,3,2,2,334,-37.83137,144.86731,Western Metropolitan,229
2,u,805000,1.9,2,2,2,0,-37.83715,144.96717,Southern Metropolitan,191
2,u,530000,1.9,2,1,1,1646,-37.83406,144.97131,Southern Metropolitan,191
4,h,915000,20.5,4,3,2,624,-37.63485,145.07272,Northern Metropolitan,239
3,h,644000,20.5,3,2,4,492,-37.64215,145.08584,Northern Metropolitan,239
5,h,905000,20.5,5,5,3,700,-37.6236,145.10629,Northern Metropolitan,239
2,u,800000,2.7,2,2,1,0,-37.84712,144.99967,Southern Metropolitan,191
2,h,2210000,2.7,2,2,1,187,-37.83554,144.97956,Southern Metropolitan,191
3,h,1400000,2.7,3,1,1,136,-37.84497,144.99781,Southern Metropolitan,191
3,u,805000,2.7,3,1,1,0,-37.83849,144.99948,Southern Metropolitan,191
3,u,2400000,2.7,3,2,1,0,-37.8369,144.98514,Southern Metropolitan,191
2,u,535000,2.7,0,1,1,0,-37.84468,145.00368,Southern Metropolitan,191
1,u,422000,0.7,1,1,1,63,-37.83014,144.96967,Southern Metropolitan,191
2,u,590000,0.7,2,2,1,0,-37.82586,144.957,Southern Metropolitan,191
2,u,586500,5,2,1,1,3093,-37.86506,144.97777,Southern Metropolitan,191
1,u,451000,5,1,1,1,0,-37.85705,144.98699,Southern Metropolitan,191
5,h,1780000,8.2,5,3,6,699,-37.7377,144.91896,Western Metropolitan,229
2,h,790000,8.2,2,2,1,213,-37.73519,144.92374,Western Metropolitan,229
3,h,455000,31.7,3,2,2,690,-37.57456,144.71548,Western Metropolitan,229
3,h,410000,31.7,3,2,2,600,-37.57686,144.71023,Western Metropolitan,229
3,h,775000,10.5,3,2,3,540,-37.79067,144.83804,Western Metropolitan,229
3,h,690500,10.5,3,1,0,637,-37.7756,144.84235,Western Metropolitan,229
3,h,520000,10.5,3,2,2,535,-37.79414,144.81855,Western Metropolitan,229
2,u,740000,10.2,2,1,2,193,-37.83275,145.1055,Southern Metropolitan,191
3,h,680000,18,3,2,2,666,-37.71594,144.7415,Western Metropolitan,229
3,h,790500,15.5,3,2,2,808,-37.6943,144.78187,Western Metropolitan,229
3,h,695000,15.5,3,2,2,665,-37.69408,144.77861,Western Metropolitan,229
5,h,805000,15.5,5,2,2,705,-37.69403,144.79418,Western Metropolitan,229
3,h,1350000,15.5,3,2,2,809,-37.75289,145.12826,Eastern Metropolitan,202
4,t,1010000,12.4,4,3,2,332,-37.76577,145.10729,Eastern Metropolitan,202
3,h,580000,15.3,3,1,2,525,-37.68484,145.0072,Northern Metropolitan,239
4,h,653000,15.3,4,1,4,632,-37.68136,144.99479,Northern Metropolitan,239
3,h,740000,15.3,3,2,2,545,-37.68403,144.99246,Northern Metropolitan,239
2,u,493000,7,2,1,1,0,-37.75257,145.00279,Northern Metropolitan,239
